Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
West Bengal, 01-02-2019,Monthly,6.03,10798608,41.73,Urban
West Bengal, 01-03-2019,Monthly,5.0,10633241,42.87,Urban
West Bengal, 01-04-2019,Monthly,6.23,10772646,42.91,Urban
West Bengal, 01-05-2019,Monthly,7.01,10567366,42.48,Urban
West Bengal, 01-06-2019,Monthly,4.93,10601275,42.49,Urban
West Bengal, 01-07-2019,Monthly,6.47,10653214,41.23,Urban
West Bengal, 01-08-2019,Monthly,6.0,10728921,45.29,Urban
West Bengal, 01-09-2019,Monthly,6.43,10719124,43.09,Urban
West Bengal, 01-10-2019,Monthly,6.13,10842542,41.0,Urban
West Bengal, 01-11-2019,Monthly,5.69,10443462,43.57,Urban
West Bengal, 01-12-2019,Monthly,6.64,10419006,39.41,Urban
West Bengal, 01-01-2020,Monthly,5.65,10803678,43.8,Urban
West Bengal, 01-02-2020,Monthly,6.15,10517388,41.08,Urban
West Bengal, 01-03-2020,Monthly,6.21,10396752,46.27,Urban
West Bengal, 01-04-2020,Monthly,24.19,9506707,37.49,Urban
West Bengal, 01-05-2020,Monthly,33.33,9118285,38.89,Urban
West Bengal, 01-06-2020,Monthly,16.43,9826846,40.43,Urban
West Bengal, 01-07-2020,Monthly,12.77,10402521,41.55,Urban
West Bengal, 01-08-2020,Monthly,11.32,10251860,42.27,Urban
West Bengal, 01-09-2020,Monthly,9.01,10170140,44.63,Urban
West Bengal, 01-10-2020,Monthly,9.35,9939312,43.16,Urban
